movementId,actionExecutionId,actorId,startedAt,endedAt,originRegionId,destinationRegionId,distanceMeters,durationMicroseconds,waypoints
movement_f9985605f41d8a39,action_f33e6e47f63a2dab,tommaso_bianchi,2026-08-12T07:55:00+02:00,2026-08-12T07:56:04.375000+02:00,garden_workplace,bedroom_01,502.25,64375000,"[{""at"":""2026-08-12T07:55:00+02:00"",""position"":{""x"":3.0,""y"":21.0},""regionId"":""garden_workplace"",""traversalMode"":""walking""},{""at"":""2026-08-12T07:55:02.307118+02:00"",""position"":{""x"":3.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""transport""},{""at"":""2026-08-12T07:55:02.595508+02:00"",""position"":{""x"":0.75,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""}]"
movement_4af6f2820d6821ce,action_1410c014b58fd93f,tommaso_bianchi,2026-08-12T08:05:00+02:00,2026-08-12T08:06:04.375000+02:00,bedroom_01,garden_workplace,502.25,64375000,"[{""at"":""2026-08-12T08:05:00+02:00"",""position"":{""x"":0.75,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T08:05:00.288390+02:00"",""position"":{""x"":3.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T08:05:02.595508+02:00"",""position"":{""x"":3.0,""y"":21.0},""regionId"":""garden_workplace"",""traversalMode"":""transport""}]"
movement_b807909bec787a34,action_d44447bfa2a49d8f,tommaso_bianchi,2026-08-12T16:15:00+02:00,2026-08-12T16:16:22.500000+02:00,garden_workplace,hallway_01,524.0,82500000,"[{""at"":""2026-08-12T16:15:00+02:00"",""position"":{""x"":3.0,""y"":21.0},""regionId"":""garden_workplace"",""traversalMode"":""walking""},{""at"":""2026-08-12T16:15:02.833969+02:00"",""position"":{""x"":3.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""transport""},{""at"":""2026-08-12T16:15:03.243321+02:00"",""position"":{""x"":5.6,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T16:15:03.369275+02:00"",""position"":{""x"":6.4,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T16:15:04.187977+02:00"",""position"":{""x"":11.6,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T16:15:04.313931+02:00"",""position"":{""x"":12.4,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T16:15:05.132634+02:00"",""position"":{""x"":17.6,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T16:15:05.258588+02:00"",""position"":{""x"":18.4,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T16:15:06.077290+02:00"",""position"":{""x"":23.6,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T16:15:06.203244+02:00"",""position"":{""x"":24.4,""y"":3.0},""regionId"":""hallway_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T16:15:06.612595+02:00"",""position"":{""x"":27.0,""y"":3.0},""regionId"":""hallway_01"",""traversalMode"":""walking""}]"
movement_caf653958546eda5,action_1ffe7ea502c2caf5,tommaso_bianchi,2026-08-12T16:21:00+02:00,2026-08-12T16:21:21.875000+02:00,hallway_01,bedroom_01,26.25,21875000,"[{""at"":""2026-08-12T16:21:00+02:00"",""position"":{""x"":27.0,""y"":3.0},""regionId"":""hallway_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T16:21:02.166667+02:00"",""position"":{""x"":24.4,""y"":3.0},""regionId"":""hallway_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T16:21:02.833333+02:00"",""position"":{""x"":23.6,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T16:21:07.166667+02:00"",""position"":{""x"":18.4,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T16:21:07.833333+02:00"",""position"":{""x"":17.6,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T16:21:12.166667+02:00"",""position"":{""x"":12.4,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T16:21:12.833333+02:00"",""position"":{""x"":11.6,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T16:21:17.166667+02:00"",""position"":{""x"":6.4,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T16:21:17.833333+02:00"",""position"":{""x"":5.6,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T16:21:21.875000+02:00"",""position"":{""x"":0.75,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""}]"
movement_6cd7f1ecc85354a7,action_e418d78b839dd984,tommaso_bianchi,2026-08-12T16:33:00+02:00,2026-08-12T16:33:21.875000+02:00,bedroom_01,hallway_01,26.25,21875000,"[{""at"":""2026-08-12T16:33:00+02:00"",""position"":{""x"":0.75,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T16:33:04.041667+02:00"",""position"":{""x"":5.6,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T16:33:04.708333+02:00"",""position"":{""x"":6.4,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T16:33:09.041667+02:00"",""position"":{""x"":11.6,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T16:33:09.708333+02:00"",""position"":{""x"":12.4,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T16:33:14.041667+02:00"",""position"":{""x"":17.6,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T16:33:14.708333+02:00"",""position"":{""x"":18.4,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T16:33:19.041667+02:00"",""position"":{""x"":23.6,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T16:33:19.708333+02:00"",""position"":{""x"":24.4,""y"":3.0},""regionId"":""hallway_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T16:33:21.875000+02:00"",""position"":{""x"":27.0,""y"":3.0},""regionId"":""hallway_01"",""traversalMode"":""walking""}]"
movement_f258f1e7d994b735,action_039b9a669767c5a0,tommaso_bianchi,2026-08-12T16:39:00+02:00,2026-08-12T16:39:21.875000+02:00,hallway_01,bedroom_01,26.25,21875000,"[{""at"":""2026-08-12T16:39:00+02:00"",""position"":{""x"":27.0,""y"":3.0},""regionId"":""hallway_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T16:39:02.166667+02:00"",""position"":{""x"":24.4,""y"":3.0},""regionId"":""hallway_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T16:39:02.833333+02:00"",""position"":{""x"":23.6,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T16:39:07.166667+02:00"",""position"":{""x"":18.4,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T16:39:07.833333+02:00"",""position"":{""x"":17.6,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T16:39:12.166667+02:00"",""position"":{""x"":12.4,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T16:39:12.833333+02:00"",""position"":{""x"":11.6,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T16:39:17.166667+02:00"",""position"":{""x"":6.4,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T16:39:17.833333+02:00"",""position"":{""x"":5.6,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T16:39:21.875000+02:00"",""position"":{""x"":0.75,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""}]"
movement_9654f8fd24f2c432,action_c9da473c7fadd271,tommaso_bianchi,2026-08-12T17:30:00+02:00,2026-08-12T17:30:11.875000+02:00,bedroom_01,kitchen_01,14.25,11875000,"[{""at"":""2026-08-12T17:30:00+02:00"",""position"":{""x"":0.75,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T17:30:04.041667+02:00"",""position"":{""x"":5.6,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T17:30:04.708333+02:00"",""position"":{""x"":6.4,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T17:30:09.041667+02:00"",""position"":{""x"":11.6,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T17:30:09.708333+02:00"",""position"":{""x"":12.4,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T17:30:11.875000+02:00"",""position"":{""x"":15.0,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""}]"
movement_72590e86e8237240,action_d9cdb58a1103861f,tommaso_bianchi,2026-08-12T19:00:00+02:00,2026-08-12T19:00:05+02:00,kitchen_01,living_room_01,6.0,5000000,"[{""at"":""2026-08-12T19:00:00+02:00"",""position"":{""x"":15.0,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T19:00:02.166667+02:00"",""position"":{""x"":17.6,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T19:00:02.833333+02:00"",""position"":{""x"":18.4,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T19:00:05+02:00"",""position"":{""x"":21.0,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""}]"
movement_137328e20edfe519,action_8f8f0d0607549457,tommaso_bianchi,2026-08-12T21:30:00+02:00,2026-08-12T21:30:10+02:00,living_room_01,bathroom_01,12.0,10000000,"[{""at"":""2026-08-12T21:30:00+02:00"",""position"":{""x"":21.0,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T21:30:02.166667+02:00"",""position"":{""x"":18.4,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T21:30:02.833333+02:00"",""position"":{""x"":17.6,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T21:30:07.166667+02:00"",""position"":{""x"":12.4,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T21:30:07.833333+02:00"",""position"":{""x"":11.6,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T21:30:10+02:00"",""position"":{""x"":9.0,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""}]"
movement_4ad7202c16e57455,action_ead7182276f43297,tommaso_bianchi,2026-08-12T22:30:00+02:00,2026-08-12T22:30:05+02:00,bathroom_01,bedroom_01,6.0,5000000,"[{""at"":""2026-08-12T22:30:00+02:00"",""position"":{""x"":9.0,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T22:30:02.166667+02:00"",""position"":{""x"":6.4,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T22:30:02.833333+02:00"",""position"":{""x"":5.6,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T22:30:05+02:00"",""position"":{""x"":3.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""}]"
movement_180a32c522168987,action_cf3bf7df78d74fbb,tommaso_bianchi,2026-08-13T06:46:15+02:00,2026-08-13T06:46:15.833333+02:00,bedroom_01,bedroom_01,1.0,833333,"[{""at"":""2026-08-13T06:46:15+02:00"",""position"":{""x"":3.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T06:46:15.833333+02:00"",""position"":{""x"":4.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""}]"
movement_a5a1843cc5ac037d,action_2b29219da9b2e090,tommaso_bianchi,2026-08-13T06:47:30+02:00,2026-08-13T06:47:31.666667+02:00,bedroom_01,bedroom_01,2.0,1666667,"[{""at"":""2026-08-13T06:47:30+02:00"",""position"":{""x"":4.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T06:47:31.666667+02:00"",""position"":{""x"":2.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""}]"
movement_11257e6e82520841,action_d94f2c2da9dba601,tommaso_bianchi,2026-08-13T06:48:45+02:00,2026-08-13T06:48:46.666667+02:00,bedroom_01,bedroom_01,2.0,1666667,"[{""at"":""2026-08-13T06:48:45+02:00"",""position"":{""x"":2.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T06:48:46.666667+02:00"",""position"":{""x"":4.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""}]"
movement_3b9422de4b712144,action_2fbc821ee1b647bb,tommaso_bianchi,2026-08-13T06:50:00+02:00,2026-08-13T06:50:04.166667+02:00,bedroom_01,bathroom_01,5.0,4166667,"[{""at"":""2026-08-13T06:50:00+02:00"",""position"":{""x"":4.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T06:50:01.333333+02:00"",""position"":{""x"":5.6,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T06:50:02+02:00"",""position"":{""x"":6.4,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T06:50:04.166667+02:00"",""position"":{""x"":9.0,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""}]"
movement_814ee791255f41d9,action_5a97572fca203292,tommaso_bianchi,2026-08-13T07:15:00+02:00,2026-08-13T07:15:05+02:00,bathroom_01,kitchen_01,6.0,5000000,"[{""at"":""2026-08-13T07:15:00+02:00"",""position"":{""x"":9.0,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T07:15:02.166667+02:00"",""position"":{""x"":11.6,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T07:15:02.833333+02:00"",""position"":{""x"":12.4,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T07:15:05+02:00"",""position"":{""x"":15.0,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""}]"
movement_29945f7770ca4313,action_3fcb93ff5968a2ee,tommaso_bianchi,2026-08-13T07:45:00+02:00,2026-08-13T07:46:12.500000+02:00,kitchen_01,garden_workplace,512.0,72500000,"[{""at"":""2026-08-13T07:45:00+02:00"",""position"":{""x"":15.0,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T07:45:00.368164+02:00"",""position"":{""x"":12.4,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T07:45:00.481445+02:00"",""position"":{""x"":11.6,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T07:45:01.217773+02:00"",""position"":{""x"":6.4,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T07:45:01.331055+02:00"",""position"":{""x"":5.6,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T07:45:01.699219+02:00"",""position"":{""x"":3.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T07:45:04.248047+02:00"",""position"":{""x"":3.0,""y"":21.0},""regionId"":""garden_workplace"",""traversalMode"":""transport""}]"
movement_237ea894f750597d,action_d72d7260535131f4,tommaso_bianchi,2026-08-13T07:55:00+02:00,2026-08-13T07:56:04.375000+02:00,garden_workplace,bedroom_01,502.25,64375000,"[{""at"":""2026-08-13T07:55:00+02:00"",""position"":{""x"":3.0,""y"":21.0},""regionId"":""garden_workplace"",""traversalMode"":""walking""},{""at"":""2026-08-13T07:55:02.307118+02:00"",""position"":{""x"":3.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""transport""},{""at"":""2026-08-13T07:55:02.595508+02:00"",""position"":{""x"":0.75,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""}]"
movement_a8e3267f6fa03ac8,action_ad872ce3a999bc8a,tommaso_bianchi,2026-08-13T08:05:00+02:00,2026-08-13T08:06:04.375000+02:00,bedroom_01,garden_workplace,502.25,64375000,"[{""at"":""2026-08-13T08:05:00+02:00"",""position"":{""x"":0.75,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T08:05:00.288390+02:00"",""position"":{""x"":3.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T08:05:02.595508+02:00"",""position"":{""x"":3.0,""y"":21.0},""regionId"":""garden_workplace"",""traversalMode"":""transport""}]"
movement_5cc3ab67f4c04719,action_0502929e2b14e36f,tommaso_bianchi,2026-08-13T16:15:00+02:00,2026-08-13T16:16:22.500000+02:00,garden_workplace,hallway_01,524.0,82500000,"[{""at"":""2026-08-13T16:15:00+02:00"",""position"":{""x"":3.0,""y"":21.0},""regionId"":""garden_workplace"",""traversalMode"":""walking""},{""at"":""2026-08-13T16:15:02.833969+02:00"",""position"":{""x"":3.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""transport""},{""at"":""2026-08-13T16:15:03.243321+02:00"",""position"":{""x"":5.6,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T16:15:03.369275+02:00"",""position"":{""x"":6.4,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T16:15:04.187977+02:00"",""position"":{""x"":11.6,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T16:15:04.313931+02:00"",""position"":{""x"":12.4,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T16:15:05.132634+02:00"",""position"":{""x"":17.6,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T16:15:05.258588+02:00"",""position"":{""x"":18.4,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T16:15:06.077290+02:00"",""position"":{""x"":23.6,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T16:15:06.203244+02:00"",""position"":{""x"":24.4,""y"":3.0},""regionId"":""hallway_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T16:15:06.612595+02:00"",""position"":{""x"":27.0,""y"":3.0},""regionId"":""hallway_01"",""traversalMode"":""walking""}]"
movement_460434fda48a0650,action_db3c1f225cad726a,tommaso_bianchi,2026-08-13T16:21:00+02:00,2026-08-13T16:21:21.875000+02:00,hallway_01,bedroom_01,26.25,21875000,"[{""at"":""2026-08-13T16:21:00+02:00"",""position"":{""x"":27.0,""y"":3.0},""regionId"":""hallway_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T16:21:02.166667+02:00"",""position"":{""x"":24.4,""y"":3.0},""regionId"":""hallway_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T16:21:02.833333+02:00"",""position"":{""x"":23.6,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T16:21:07.166667+02:00"",""position"":{""x"":18.4,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T16:21:07.833333+02:00"",""position"":{""x"":17.6,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T16:21:12.166667+02:00"",""position"":{""x"":12.4,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T16:21:12.833333+02:00"",""position"":{""x"":11.6,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T16:21:17.166667+02:00"",""position"":{""x"":6.4,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T16:21:17.833333+02:00"",""position"":{""x"":5.6,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T16:21:21.875000+02:00"",""position"":{""x"":0.75,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""}]"
movement_9c31271809dbbc1c,action_861072d48927fd55,tommaso_bianchi,2026-08-13T16:33:00+02:00,2026-08-13T16:33:21.875000+02:00,bedroom_01,hallway_01,26.25,21875000,"[{""at"":""2026-08-13T16:33:00+02:00"",""position"":{""x"":0.75,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T16:33:04.041667+02:00"",""position"":{""x"":5.6,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T16:33:04.708333+02:00"",""position"":{""x"":6.4,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T16:33:09.041667+02:00"",""position"":{""x"":11.6,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T16:33:09.708333+02:00"",""position"":{""x"":12.4,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T16:33:14.041667+02:00"",""position"":{""x"":17.6,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T16:33:14.708333+02:00"",""position"":{""x"":18.4,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T16:33:19.041667+02:00"",""position"":{""x"":23.6,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T16:33:19.708333+02:00"",""position"":{""x"":24.4,""y"":3.0},""regionId"":""hallway_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T16:33:21.875000+02:00"",""position"":{""x"":27.0,""y"":3.0},""regionId"":""hallway_01"",""traversalMode"":""walking""}]"
movement_2c9ae3ab53285de1,action_2d4bb246e63e4a0c,tommaso_bianchi,2026-08-13T16:39:00+02:00,2026-08-13T16:39:21.875000+02:00,hallway_01,bedroom_01,26.25,21875000,"[{""at"":""2026-08-13T16:39:00+02:00"",""position"":{""x"":27.0,""y"":3.0},""regionId"":""hallway_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T16:39:02.166667+02:00"",""position"":{""x"":24.4,""y"":3.0},""regionId"":""hallway_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T16:39:02.833333+02:00"",""position"":{""x"":23.6,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T16:39:07.166667+02:00"",""position"":{""x"":18.4,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T16:39:07.833333+02:00"",""position"":{""x"":17.6,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T16:39:12.166667+02:00"",""position"":{""x"":12.4,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T16:39:12.833333+02:00"",""position"":{""x"":11.6,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T16:39:17.166667+02:00"",""position"":{""x"":6.4,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T16:39:17.833333+02:00"",""position"":{""x"":5.6,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T16:39:21.875000+02:00"",""position"":{""x"":0.75,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""}]"
movement_d2c28eb5bc8bca67,action_33335c2f998c884c,tommaso_bianchi,2026-08-13T17:30:00+02:00,2026-08-13T17:30:06.875000+02:00,bedroom_01,bathroom_01,8.25,6875000,"[{""at"":""2026-08-13T17:30:00+02:00"",""position"":{""x"":0.75,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T17:30:04.041667+02:00"",""position"":{""x"":5.6,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T17:30:04.708333+02:00"",""position"":{""x"":6.4,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T17:30:06.875000+02:00"",""position"":{""x"":9.0,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""}]"
movement_e2e6a975ec7d8efd,action_3c896acc2631ccf2,tommaso_bianchi,2026-08-13T22:30:00+02:00,2026-08-13T22:30:05+02:00,bathroom_01,bedroom_01,6.0,5000000,"[{""at"":""2026-08-13T22:30:00+02:00"",""position"":{""x"":9.0,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T22:30:02.166667+02:00"",""position"":{""x"":6.4,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T22:30:02.833333+02:00"",""position"":{""x"":5.6,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-13T22:30:05+02:00"",""position"":{""x"":3.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""}]"
movement_8363909395f78212,action_0dcb3f839b08d96d,tommaso_bianchi,2026-08-14T06:46:15+02:00,2026-08-14T06:46:15.833333+02:00,bedroom_01,bedroom_01,1.0,833333,"[{""at"":""2026-08-14T06:46:15+02:00"",""position"":{""x"":3.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T06:46:15.833333+02:00"",""position"":{""x"":4.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""}]"
movement_0187abd976160b3d,action_b5eac02a1cea9538,tommaso_bianchi,2026-08-14T06:47:30+02:00,2026-08-14T06:47:31.666667+02:00,bedroom_01,bedroom_01,2.0,1666667,"[{""at"":""2026-08-14T06:47:30+02:00"",""position"":{""x"":4.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T06:47:31.666667+02:00"",""position"":{""x"":2.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""}]"
movement_14ae5819d352bde2,action_2be769ed828aa3bf,tommaso_bianchi,2026-08-14T06:48:45+02:00,2026-08-14T06:48:46.666667+02:00,bedroom_01,bedroom_01,2.0,1666667,"[{""at"":""2026-08-14T06:48:45+02:00"",""position"":{""x"":2.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T06:48:46.666667+02:00"",""position"":{""x"":4.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""}]"
