transitionId,at,subjectType,subjectId,fact,previousValue,value,operation,causality
state_cf938f037658a3dd,2026-08-13T07:24:05.454544+02:00,entity,service_kitchen_01,open,True,False,set,"{""causeId"":""action_4eaa94631aeb9e25"",""causeType"":""action_effect""}"
state_7407dc669dfb4094,2026-08-13T07:26:21.818180+02:00,entity,service_kitchen_01,active,False,True,set,"{""causeId"":""action_7605e8d43de103a3"",""causeType"":""action_effect""}"
state_81703e5f0e8d32d4,2026-08-13T07:30:54.545452+02:00,entity,service_kitchen_01,active,True,False,set,"{""causeId"":""action_e3432849668f99fa"",""causeType"":""action_effect""}"
state_1610bd34bbdc81e8,2026-08-13T07:33:10.909088+02:00,resident,tommaso_bianchi,carrying.food_preparation_area,True,False,set,"{""causeId"":""action_cbed00ea844ca26b"",""causeType"":""action_effect""}"
state_22f5ab173820d100,2026-08-13T07:35:27.272724+02:00,resident,tommaso_bianchi,posture,standing,sitting,set,"{""causeId"":""action_e1847716bfb7d603"",""causeType"":""action_effect""}"
state_328d505b07f1acd8,2026-08-13T07:35:27.272724+02:00,resident,tommaso_bianchi,posture,standing,sitting,set,"{""causeId"":""action_e1847716bfb7d603"",""causeType"":""action_effect""}"
state_8a67aca55f1cbe9e,2026-08-13T07:37:43.636360+02:00,entity,service_kitchen_01,service_kitchen_01.consumption_area.consumed,3,4,increment,"{""causeId"":""action_8bc611cb0d81033c"",""causeType"":""action_effect""}"
state_af4d52c024dc5bb4,2026-08-13T07:39:59.999996+02:00,resident,tommaso_bianchi,posture,sitting,standing,set,"{""causeId"":""action_f4bbb53fcfe7e0a9"",""causeType"":""action_effect""}"
state_de8eb4db52e6c136,2026-08-13T07:39:59.999996+02:00,resident,tommaso_bianchi,posture,sitting,standing,set,"{""causeId"":""action_f4bbb53fcfe7e0a9"",""causeType"":""action_effect""}"
state_2c7fb7aabdf14e52,2026-08-13T07:45:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_3fcb93ff5968a2ee"",""causeType"":""process_edge""}"
state_ddb9481b41178c7e,2026-08-13T07:46:12.500000+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_3fcb93ff5968a2ee"",""causeType"":""process_edge""}"
state_b43e7827a40ec9f2,2026-08-13T07:55:00+02:00,resident,tommaso_bianchi,location,kitchen_01,home_exit,set,"{""causeId"":""action_3fcb93ff5968a2ee"",""causeType"":""action_effect""}"
state_c336653786472704,2026-08-13T07:55:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_d72d7260535131f4"",""causeType"":""process_edge""}"
state_1b93deb56a95efcc,2026-08-13T07:56:04.375000+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_d72d7260535131f4"",""causeType"":""process_edge""}"
state_08c29d5c2d0e2163,2026-08-13T08:05:00+02:00,resident,tommaso_bianchi,at_home,True,False,set,"{""causeId"":""action_d72d7260535131f4"",""causeType"":""action_effect""}"
state_f0fc3cbf9885196e,2026-08-13T08:05:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_ad872ce3a999bc8a"",""causeType"":""process_edge""}"
state_07c694549362dd2f,2026-08-13T08:06:04.375000+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_ad872ce3a999bc8a"",""causeType"":""process_edge""}"
state_fdfda4a2a9c6ab8b,2026-08-13T08:15:00+02:00,resident,tommaso_bianchi,location,home_exit,garden_workplace,set,"{""causeId"":""action_ad872ce3a999bc8a"",""causeType"":""action_effect""}"
state_8adf1f830d6476e4,2026-08-13T10:55:00+02:00,resident,tommaso_bianchi,location,garden_workplace,garden_workplace,set,"{""causeId"":""action_144fcef9340ad1cd"",""causeType"":""action_effect""}"
state_319c38807ba5951d,2026-08-13T13:35:00+02:00,resident,tommaso_bianchi,posture,standing,standing,set,"{""causeId"":""action_b132140855b2e547"",""causeType"":""action_effect""}"
state_bb09f6f14847cc4d,2026-08-13T13:35:00+02:00,resident,tommaso_bianchi,posture,standing,standing,set,"{""causeId"":""action_b132140855b2e547"",""causeType"":""action_effect""}"
state_19aa5fcac302ffea,2026-08-13T16:15:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_0502929e2b14e36f"",""causeType"":""process_edge""}"
state_3af34bd85d633362,2026-08-13T16:16:22.500000+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_0502929e2b14e36f"",""causeType"":""process_edge""}"
state_5f1ca07190954b32,2026-08-13T16:21:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_db3c1f225cad726a"",""causeType"":""process_edge""}"
state_82036bed0e6db242,2026-08-13T16:21:00+02:00,resident,tommaso_bianchi,location,garden_workplace,home_entrance,set,"{""causeId"":""action_0502929e2b14e36f"",""causeType"":""action_effect""}"
state_c4c931c1ff142a63,2026-08-13T16:21:21.875000+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_db3c1f225cad726a"",""causeType"":""process_edge""}"
state_6cd1b4fcfb595de1,2026-08-13T16:27:00+02:00,resident,tommaso_bianchi,at_home,False,True,set,"{""causeId"":""action_db3c1f225cad726a"",""causeType"":""action_effect""}"
state_90a1d14c547c13b1,2026-08-13T16:33:00+02:00,resident,tommaso_bianchi,at_home,True,False,set,"{""causeId"":""action_0d811561a79dbf1f"",""causeType"":""action_effect""}"
state_bb718345f497a3b4,2026-08-13T16:33:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_861072d48927fd55"",""causeType"":""process_edge""}"
state_90c7d05d61bfd5d5,2026-08-13T16:33:21.875000+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_861072d48927fd55"",""causeType"":""process_edge""}"
state_dc9c3cae4c375d6e,2026-08-13T16:39:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_2d4bb246e63e4a0c"",""causeType"":""process_edge""}"
state_fc50415d93503507,2026-08-13T16:39:00+02:00,resident,tommaso_bianchi,location,home_entrance,hallway_01,set,"{""causeId"":""action_861072d48927fd55"",""causeType"":""action_effect""}"
state_be02ea3064f3be31,2026-08-13T16:39:21.875000+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_2d4bb246e63e4a0c"",""causeType"":""process_edge""}"
state_f8827a34387ef489,2026-08-13T16:45:00+02:00,resident,tommaso_bianchi,at_home,False,True,set,"{""causeId"":""action_2d4bb246e63e4a0c"",""causeType"":""action_effect""}"
state_673ec830681d61bd,2026-08-13T17:30:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_33335c2f998c884c"",""causeType"":""process_edge""}"
state_4018ce9f4fed8421,2026-08-13T17:30:06.875000+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_33335c2f998c884c"",""causeType"":""process_edge""}"
state_bd986f481c635823,2026-08-13T17:33:45+02:00,resident,tommaso_bianchi,location,hallway_01,bathroom_01,set,"{""causeId"":""action_33335c2f998c884c"",""causeType"":""action_effect""}"
state_6cf452c5d0995ac1,2026-08-13T19:07:30+02:00,resident,tommaso_bianchi,location,bathroom_01,bathroom_01,set,"{""causeId"":""action_e64f9c0cd7f1e484"",""causeType"":""action_effect""}"
state_fd2822adef6bdc0e,2026-08-13T21:37:30+02:00,resident,tommaso_bianchi,location,bathroom_01,bathroom_01,set,"{""causeId"":""action_5ec233bbb75c7b4c"",""causeType"":""action_effect""}"
state_fcb05f9d9d5e65a0,2026-08-13T22:30:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_3c896acc2631ccf2"",""causeType"":""process_edge""}"
state_808bf2f99141b51c,2026-08-13T22:30:05+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_3c896acc2631ccf2"",""causeType"":""process_edge""}"
state_426eacb16560caba,2026-08-14T01:10:00+02:00,resident,tommaso_bianchi,location,bathroom_01,bedroom_01,set,"{""causeId"":""action_3c896acc2631ccf2"",""causeType"":""action_effect""}"
state_571c1d4d929fa5c6,2026-08-14T03:50:00+02:00,resident,tommaso_bianchi,posture,standing,lying,set,"{""causeId"":""action_1e4139ac837b17cb"",""causeType"":""action_effect""}"
state_78a49100a7186a09,2026-08-14T03:50:00+02:00,resident,tommaso_bianchi,posture,standing,lying,set,"{""causeId"":""action_1e4139ac837b17cb"",""causeType"":""action_effect""}"
state_ded911e01a22dc32,2026-08-14T06:35:00+02:00,resident,tommaso_bianchi,location,bedroom_01,bedroom_01,set,"{""causeId"":""action_9907905092f3c43b"",""causeType"":""action_effect""}"
state_14c743a3fe0c22a6,2026-08-14T06:40:00+02:00,resident,tommaso_bianchi,posture,lying,standing,set,"{""causeId"":""action_0c4dda96d411b5e3"",""causeType"":""action_effect""}"
state_2350a0bbfaba23df,2026-08-14T06:40:00+02:00,resident,tommaso_bianchi,posture,lying,standing,set,"{""causeId"":""action_0c4dda96d411b5e3"",""causeType"":""action_effect""}"
state_230da6f03bea1db7,2026-08-14T06:46:15+02:00,resident,tommaso_bianchi,location,bedroom_01,bedroom_01,set,"{""causeId"":""action_61b5060f63c797d5"",""causeType"":""action_effect""}"
state_bc54965500b3cb33,2026-08-14T06:46:15+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_0dcb3f839b08d96d"",""causeType"":""process_edge""}"
state_a609da9e6bfdefdc,2026-08-14T06:46:15.833333+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_0dcb3f839b08d96d"",""causeType"":""process_edge""}"
state_666e0b04717dd311,2026-08-14T06:47:30+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_b5eac02a1cea9538"",""causeType"":""process_edge""}"
state_eade63b396f115de,2026-08-14T06:47:30+02:00,resident,tommaso_bianchi,carrying.medication,False,True,set,"{""causeId"":""action_0dcb3f839b08d96d"",""causeType"":""action_effect""}"
state_6a03ac72445d45ce,2026-08-14T06:47:31.666667+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_b5eac02a1cea9538"",""causeType"":""process_edge""}"
state_9d9a824a3b3a7793,2026-08-14T06:48:45+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_2be769ed828aa3bf"",""causeType"":""process_edge""}"
state_4b8ff810f0209208,2026-08-14T06:48:46.666667+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_2be769ed828aa3bf"",""causeType"":""process_edge""}"
state_4376de84d5e9bb95,2026-08-14T06:50:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_0be3ec6995f4ccc5"",""causeType"":""process_edge""}"
state_b98aabda14699699,2026-08-14T06:50:00+02:00,resident,tommaso_bianchi,carrying.medication,True,False,set,"{""causeId"":""action_2be769ed828aa3bf"",""causeType"":""action_effect""}"
state_d5d7d9aedb76c45a,2026-08-14T06:50:04.166667+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_0be3ec6995f4ccc5"",""causeType"":""process_edge""}"
state_1a4dfe61b70b4e20,2026-08-14T06:54:00+02:00,resident,tommaso_bianchi,location,bedroom_01,bathroom_01,set,"{""causeId"":""action_0be3ec6995f4ccc5"",""causeType"":""action_effect""}"
state_c25c7d5b654d0ea1,2026-08-14T07:02:00+02:00,entity,service_bathroom_01,active,False,True,set,"{""causeId"":""action_f4c9f4744ec17c20"",""causeType"":""action_effect""}"
state_5476455d900f0d24,2026-08-14T07:10:00+02:00,entity,service_bathroom_01,active,True,False,set,"{""causeId"":""action_2b089e8c59bd0bc7"",""causeType"":""action_effect""}"
state_5d20dd852140cb35,2026-08-14T07:15:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_4e562db1fb820610"",""causeType"":""process_edge""}"
state_81b3ff7ba34ec4c5,2026-08-14T07:15:05+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_4e562db1fb820610"",""causeType"":""process_edge""}"
state_de2587cfffcc827a,2026-08-14T07:17:16.363636+02:00,resident,tommaso_bianchi,location,bathroom_01,kitchen_01,set,"{""causeId"":""action_4e562db1fb820610"",""causeType"":""action_effect""}"
state_8ca4eec4511e27af,2026-08-14T07:19:32.727272+02:00,entity,service_kitchen_01,open,False,True,set,"{""causeId"":""action_5ec31507a3db6fea"",""causeType"":""action_effect""}"
state_3d4137e630480876,2026-08-14T07:21:49.090908+02:00,resident,tommaso_bianchi,carrying.food_preparation_area,False,True,set,"{""causeId"":""action_fa6bb61250c7cf8a"",""causeType"":""action_effect""}"
state_b473d33fe717e918,2026-08-14T07:24:05.454544+02:00,entity,service_kitchen_01,open,True,False,set,"{""causeId"":""action_3d84c18781427c3f"",""causeType"":""action_effect""}"
state_5001214140172c4a,2026-08-14T07:26:21.818180+02:00,entity,service_kitchen_01,active,False,True,set,"{""causeId"":""action_1d3d72a54a037bb1"",""causeType"":""action_effect""}"
state_daf514f742c6bd21,2026-08-14T07:30:54.545452+02:00,entity,service_kitchen_01,active,True,False,set,"{""causeId"":""action_eaf44a5115315443"",""causeType"":""action_effect""}"
state_694f4d09f60f1ccd,2026-08-14T07:33:10.909088+02:00,resident,tommaso_bianchi,carrying.food_preparation_area,True,False,set,"{""causeId"":""action_417caf946c482142"",""causeType"":""action_effect""}"
state_272356e6ffbc01ee,2026-08-14T07:35:27.272724+02:00,resident,tommaso_bianchi,posture,standing,sitting,set,"{""causeId"":""action_f6f1a4f82f395eaf"",""causeType"":""action_effect""}"
state_7c3fc84441162413,2026-08-14T07:35:27.272724+02:00,resident,tommaso_bianchi,posture,standing,sitting,set,"{""causeId"":""action_f6f1a4f82f395eaf"",""causeType"":""action_effect""}"
state_175841ae8175d96f,2026-08-14T07:37:43.636360+02:00,entity,service_kitchen_01,service_kitchen_01.consumption_area.consumed,4,5,increment,"{""causeId"":""action_4186d6c8d9767bf3"",""causeType"":""action_effect""}"
state_5921e13c9f211646,2026-08-14T07:39:59.999996+02:00,resident,tommaso_bianchi,posture,sitting,standing,set,"{""causeId"":""action_0c8c24191a996809"",""causeType"":""action_effect""}"
state_a808286e90dbcabc,2026-08-14T07:39:59.999996+02:00,resident,tommaso_bianchi,posture,sitting,standing,set,"{""causeId"":""action_0c8c24191a996809"",""causeType"":""action_effect""}"
state_77ff2395e47fc06f,2026-08-14T07:45:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_2a88fb8a15e0b629"",""causeType"":""process_edge""}"
state_368dbd184742c053,2026-08-14T07:46:12.500000+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_2a88fb8a15e0b629"",""causeType"":""process_edge""}"
state_a5047884cb7f85e8,2026-08-14T07:55:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_6f9f42fe8df26a8e"",""causeType"":""process_edge""}"
state_db4950c4b4e01677,2026-08-14T07:55:00+02:00,resident,tommaso_bianchi,location,kitchen_01,home_exit,set,"{""causeId"":""action_2a88fb8a15e0b629"",""causeType"":""action_effect""}"
state_0cdc5e9906e79d14,2026-08-14T07:56:04.375000+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_6f9f42fe8df26a8e"",""causeType"":""process_edge""}"
state_08b788fc674bf318,2026-08-14T08:05:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_238473014238ade4"",""causeType"":""process_edge""}"
state_1b8b3e2ac289f845,2026-08-14T08:05:00+02:00,resident,tommaso_bianchi,at_home,True,False,set,"{""causeId"":""action_6f9f42fe8df26a8e"",""causeType"":""action_effect""}"
state_6b91b3ce73b433ef,2026-08-14T08:06:04.375000+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_238473014238ade4"",""causeType"":""process_edge""}"
state_0e6a03306fb2bfbc,2026-08-14T08:15:00+02:00,resident,tommaso_bianchi,location,home_exit,garden_workplace,set,"{""causeId"":""action_238473014238ade4"",""causeType"":""action_effect""}"
state_4590bfd93b1c2004,2026-08-14T10:55:00+02:00,resident,tommaso_bianchi,location,garden_workplace,garden_workplace,set,"{""causeId"":""action_9a8a7e5a17547542"",""causeType"":""action_effect""}"
state_ad46ef71929b59cc,2026-08-14T13:35:00+02:00,resident,tommaso_bianchi,posture,standing,standing,set,"{""causeId"":""action_5292dd752afd451b"",""causeType"":""action_effect""}"
state_e709e7a572423f73,2026-08-14T13:35:00+02:00,resident,tommaso_bianchi,posture,standing,standing,set,"{""causeId"":""action_5292dd752afd451b"",""causeType"":""action_effect""}"
state_c17e92dd77416a46,2026-08-14T16:15:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_5ff874d2affd4510"",""causeType"":""process_edge""}"
state_1034f28d0ce0ce53,2026-08-14T16:16:22.500000+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_5ff874d2affd4510"",""causeType"":""process_edge""}"
state_883ec0c1b0768b1b,2026-08-14T16:21:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_b4e468b7a14b2c3e"",""causeType"":""process_edge""}"
state_d7deb7c0693f5a61,2026-08-14T16:21:00+02:00,resident,tommaso_bianchi,location,garden_workplace,home_entrance,set,"{""causeId"":""action_5ff874d2affd4510"",""causeType"":""action_effect""}"
state_5f629b4dba2a7af1,2026-08-14T16:21:21.875000+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_b4e468b7a14b2c3e"",""causeType"":""process_edge""}"
state_aafc323356cc11a2,2026-08-14T16:27:00+02:00,resident,tommaso_bianchi,at_home,False,True,set,"{""causeId"":""action_b4e468b7a14b2c3e"",""causeType"":""action_effect""}"
state_2c556353146b3204,2026-08-14T16:33:00+02:00,resident,tommaso_bianchi,at_home,True,False,set,"{""causeId"":""action_74cd8bf0f207ab2a"",""causeType"":""action_effect""}"
state_a4be9e5d21772459,2026-08-14T16:33:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_30672f8c830d4438"",""causeType"":""process_edge""}"
state_5cb87f271eecdb28,2026-08-14T16:33:21.875000+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_30672f8c830d4438"",""causeType"":""process_edge""}"
state_4a3f30eab5402d56,2026-08-14T16:39:00+02:00,resident,tommaso_bianchi,location,home_entrance,hallway_01,set,"{""causeId"":""action_30672f8c830d4438"",""causeType"":""action_effect""}"
state_6d807ab5b45fc912,2026-08-14T16:39:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_3187103c44400058"",""causeType"":""process_edge""}"
state_66f48fa94f962356,2026-08-14T16:39:21.875000+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_3187103c44400058"",""causeType"":""process_edge""}"
state_6bc683aad8a0295f,2026-08-14T16:45:00+02:00,resident,tommaso_bianchi,at_home,False,True,set,"{""causeId"":""action_3187103c44400058"",""causeType"":""action_effect""}"
state_3484e14d1aefb458,2026-08-14T17:30:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_4b93b9e9f28883cc"",""causeType"":""process_edge""}"
state_70d79f3c12d60928,2026-08-14T17:31:04.375000+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_4b93b9e9f28883cc"",""causeType"":""process_edge""}"
state_21afa166fa18fa63,2026-08-14T17:35:00+02:00,resident,tommaso_bianchi,location,hallway_01,home_exit,set,"{""causeId"":""action_4b93b9e9f28883cc"",""causeType"":""action_effect""}"
state_b8307362d007314b,2026-08-14T17:35:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_036b4cbd12dd3c2f"",""causeType"":""process_edge""}"
state_92962c7a4b8d7489,2026-08-14T17:36:04.375000+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_036b4cbd12dd3c2f"",""causeType"":""process_edge""}"
state_185baa02616770cb,2026-08-14T17:40:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_d3f55680da5d13ea"",""causeType"":""process_edge""}"
state_3029831ce41f0e22,2026-08-14T17:40:00+02:00,resident,tommaso_bianchi,at_home,True,False,set,"{""causeId"":""action_036b4cbd12dd3c2f"",""causeType"":""action_effect""}"
state_8e071cba58857152,2026-08-14T17:41:04.375000+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_d3f55680da5d13ea"",""causeType"":""process_edge""}"
state_0737621a781f0dc5,2026-08-14T17:45:00+02:00,resident,tommaso_bianchi,location,home_exit,supermarket_barcelona,set,"{""causeId"":""action_d3f55680da5d13ea"",""causeType"":""action_effect""}"
state_d28c7c8f509570b1,2026-08-14T18:00:00+02:00,resident,tommaso_bianchi,location,supermarket_barcelona,supermarket_barcelona,set,"{""causeId"":""action_8c767de2c9047bd8"",""causeType"":""action_effect""}"
state_7ec13a82cd0efa65,2026-08-14T18:20:00+02:00,resident,tommaso_bianchi,carrying.purchases,,True,set,"{""causeId"":""action_dffc31abcc4998c5"",""causeType"":""action_effect""}"
state_dd723404a3f08eb3,2026-08-14T18:30:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_b429c08d0c984fbc"",""causeType"":""process_edge""}"
state_cd8193596a171cda,2026-08-14T18:31:12.500000+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_b429c08d0c984fbc"",""causeType"":""process_edge""}"
state_167c468f359f2b31,2026-08-14T18:33:45+02:00,resident,tommaso_bianchi,location,supermarket_barcelona,home_entrance,set,"{""causeId"":""action_b429c08d0c984fbc"",""causeType"":""action_effect""}"
state_90456ecc426f7bae,2026-08-14T18:33:45+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_1107c21f1a7fb957"",""causeType"":""process_edge""}"
state_d565826fe7081ab1,2026-08-14T18:33:56.875000+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_1107c21f1a7fb957"",""causeType"":""process_edge""}"
state_5c33bc3ab36e2860,2026-08-14T18:37:30+02:00,resident,tommaso_bianchi,at_home,False,True,set,"{""causeId"":""action_1107c21f1a7fb957"",""causeType"":""action_effect""}"
state_163fbe0c100f1979,2026-08-14T18:41:15+02:00,resident,tommaso_bianchi,at_home,True,False,set,"{""causeId"":""action_e3a34c4bd1fc7d67"",""causeType"":""action_effect""}"
state_2e41cd7655143742,2026-08-14T18:41:15+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_016169fdd7a5e2d8"",""causeType"":""process_edge""}"
state_c20e2d500b30d5ac,2026-08-14T18:41:26.875000+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_016169fdd7a5e2d8"",""causeType"":""process_edge""}"
state_1b97ebe455439791,2026-08-14T18:45:00+02:00,resident,tommaso_bianchi,location,home_entrance,kitchen_01,set,"{""causeId"":""action_016169fdd7a5e2d8"",""causeType"":""action_effect""}"
state_5a138e6dff0c32d8,2026-08-14T18:45:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_29d4c321f23a583d"",""causeType"":""process_edge""}"
state_50e5ab7a1d162435,2026-08-14T18:45:11.875000+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_29d4c321f23a583d"",""causeType"":""process_edge""}"
state_664c71447562ab29,2026-08-14T18:48:45+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_0f1c9aabb1922579"",""causeType"":""process_edge""}"
state_818acef2a1856348,2026-08-14T18:48:45+02:00,resident,tommaso_bianchi,at_home,False,True,set,"{""causeId"":""action_29d4c321f23a583d"",""causeType"":""action_effect""}"
state_772ae2b2733de7b9,2026-08-14T18:48:56.875000+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_0f1c9aabb1922579"",""causeType"":""process_edge""}"
state_1abeb6db48877e0f,2026-08-14T18:52:30+02:00,entity,service_kitchen_01,open,False,True,set,"{""causeId"":""action_0f1c9aabb1922579"",""causeType"":""action_effect""}"
state_32a686d75085ab67,2026-08-14T18:56:15+02:00,resident,tommaso_bianchi,carrying.purchases,True,False,set,"{""causeId"":""action_1782a9a3963c85fc"",""causeType"":""action_effect""}"
state_4e9cfa5cbdd797dd,2026-08-14T19:00:00+02:00,entity,service_kitchen_01,open,True,False,set,"{""causeId"":""action_81121151583fcebd"",""causeType"":""action_effect""}"
state_3d795d2dac5cd92a,2026-08-14T21:30:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_dd23c0a043544421"",""causeType"":""process_edge""}"
state_692066b7629e64b6,2026-08-14T21:30:05+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_dd23c0a043544421"",""causeType"":""process_edge""}"
state_6233b21d66e6b307,2026-08-14T21:37:30+02:00,resident,tommaso_bianchi,location,kitchen_01,bathroom_01,set,"{""causeId"":""action_dd23c0a043544421"",""causeType"":""action_effect""}"
state_3f71985090ca764d,2026-08-14T22:30:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_ac610764ed39bbb4"",""causeType"":""process_edge""}"
state_800800cd6f3af897,2026-08-14T22:30:05+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_ac610764ed39bbb4"",""causeType"":""process_edge""}"
state_61fd89f0d4bb71e3,2026-08-15T01:10:00+02:00,resident,tommaso_bianchi,location,bathroom_01,bedroom_01,set,"{""causeId"":""action_ac610764ed39bbb4"",""causeType"":""action_effect""}"
state_1bfa8ee9dd2b3716,2026-08-15T03:50:00+02:00,resident,tommaso_bianchi,posture,standing,lying,set,"{""causeId"":""action_141b95e56036c75a"",""causeType"":""action_effect""}"
state_b7e5848589b6c9c2,2026-08-15T03:50:00+02:00,resident,tommaso_bianchi,posture,standing,lying,set,"{""causeId"":""action_141b95e56036c75a"",""causeType"":""action_effect""}"
state_d2d36531d61f4972,2026-08-15T08:05:00+02:00,resident,tommaso_bianchi,location,bedroom_01,bedroom_01,set,"{""causeId"":""action_e7b13e5db5809d2b"",""causeType"":""action_effect""}"
state_8d7d1fc8cd4883c8,2026-08-15T08:10:00+02:00,resident,tommaso_bianchi,posture,lying,standing,set,"{""causeId"":""action_2af990d547ae0923"",""causeType"":""action_effect""}"
state_ad239ba4079feb14,2026-08-15T08:10:00+02:00,resident,tommaso_bianchi,posture,lying,standing,set,"{""causeId"":""action_2af990d547ae0923"",""causeType"":""action_effect""}"
state_c768daa800649c8f,2026-08-15T08:16:15+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_e6791b9803001fae"",""causeType"":""process_edge""}"
state_cd3481bd220148f0,2026-08-15T08:16:15+02:00,resident,tommaso_bianchi,location,bedroom_01,bedroom_01,set,"{""causeId"":""action_78f4a92f9b13e2d7"",""causeType"":""action_effect""}"
